公司名稱,職缺名稱,徵才網址,薪水區間
安聯人壽保險股份有限公司(總公司),"資訊部-Oracle Form, PL/SQL Developer",http://www.104.com.tw/job/6yo3e?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
萬寶華企業管理顧問股份有限公司,派遣至LINE-Data Engineer 數據工程師 [115-83],http://www.104.com.tw/job/703gl?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
張從仁建築師事務所,監造工程師,http://www.104.com.tw/job/5hbsa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
嘉寶自然工業股份有限公司,MIS工程師,http://www.104.com.tw/job/70o0g?jobsource=2018indexpoc,"月薪 32,000~42,000元"
財團法人臺灣海洋保育與漁業永續基金會,資訊工程師,http://www.104.com.tw/job/71dik?jobsource=2018indexpoc,"月薪 44,000~55,000元"
百容電子股份有限公司,程式設計助理工程師-總廠,http://www.104.com.tw/job/6l5xz?jobsource=2018indexpoc,"月薪 25,000~35,000元"
瑞智精密股份有限公司,資訊專員,http://www.104.com.tw/job/70itk?jobsource=2018indexpoc,"月薪 35,000~45,000元"
誠匯資訊服務有限公司,MIS工程師,http://www.104.com.tw/job/71rb8?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
Amazon Web Services Taiwan Limited_台灣亞馬遜網路服務有限公司,Cloud Support Engineer – Analytics,http://www.104.com.tw/job/6zxbg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
國泰證券投資信託股份有限公司,資訊科技部-DBA資料庫管理師,http://www.104.com.tw/job/6y20y?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
台灣表面黏著科技股份有限公司,(1)MES工程師,http://www.104.com.tw/job/6ga3k?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
長安體系連鎖社區醫院_長安醫院,資訊室-軟體工程師,http://www.104.com.tw/job/6faee?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
科風股份有限公司,SAP FI/CO模組系統工程師,http://www.104.com.tw/job/4x8ox?jobsource=2018indexpoc,"月薪 28,000~38,000元"
財團法人自行車暨健康科技工業研究發展中心,資訊工程師,http://www.104.com.tw/job/4shxu?jobsource=2018indexpoc,"月薪 35,000~42,000元"
91APP_九易宇軒股份有限公司,DBA 資料庫管理師,http://www.104.com.tw/job/6o8f1?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
華兆建築師事務所,土建監造工程師-雲林地區,http://www.104.com.tw/job/5y9y6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
義大皇家酒店股份有限公司,【資訊部】資訊專員,http://www.104.com.tw/job/6rtop?jobsource=2018indexpoc,"月薪 28,000~35,000元"
韋僑科技股份有限公司,MIS組長,http://www.104.com.tw/job/706ik?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
"(越南)通用製鞋工業有限公司_GENERAL SHOES CO.,LTD",程式設計師,http://www.104.com.tw/job/6me61?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
膂盟資訊開發股份有限公司,飯店訂房系統開發工程師(Hotel room booking systems development engineer),http://www.104.com.tw/job/5bboa?jobsource=2018indexpoc,"月薪 45,000~70,000元"
宏樸建設有限公司,工地主任,http://www.104.com.tw/job/71dca?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
睿士科技股份有限公司,網管工程師,http://www.104.com.tw/job/6sn4h?jobsource=2018indexpoc,"月薪 28,000~35,000元"
鈞陽系統整合有限公司,軟體設計助理工程師,http://www.104.com.tw/job/3rara?jobsource=2018indexpoc,"月薪 28,000~40,000元"
台灣之星電信股份有限公司,12_(北區)店務專員,http://www.104.com.tw/job/5lcu6?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
荷盛國際顧問股份有限公司,IT Specialist,http://www.104.com.tw/job/5epgm?jobsource=2018indexpoc,"月薪 30,000~40,000元"
翊羅科技有限公司,軟體工程師,http://www.104.com.tw/job/71a5o?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
銀泰科技股份有限公司,網管工程師(工作地點：上海市),http://www.104.com.tw/job/67yva?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
力碁科技服務股份有限公司,品管工程師-機電(屏東),http://www.104.com.tw/job/6ygwu?jobsource=2018indexpoc,"月薪 40,000~60,000元"
全國數位有線電視股份有限公司,MIS資訊專員 (研發處),http://www.104.com.tw/job/6mtch?jobsource=2018indexpoc,"月薪 30,000~48,000元"
雲端互動股份有限公司,Sr. .Net Developer,http://www.104.com.tw/job/6zh0z?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
寶元數控股份有限公司,後端工程師,http://www.104.com.tw/job/6xapr?jobsource=2018indexpoc,"月薪 35,000元以上"
康全電訊股份有限公司,軟體設計工程師,http://www.104.com.tw/job/dps?jobsource=2018indexpoc,"月薪 35,000~60,000元"
向上國際科技股份有限公司,數據分析師,http://www.104.com.tw/job/6vpzg?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
全徽道安科技股份有限公司,MIS工程師,http://www.104.com.tw/job/703ox?jobsource=2018indexpoc,"月薪 40,000~50,000元"
台灣英特艾倫人力資源有限公司,【杜拜】跨國遊戲軟體公司 徵 運維工程師 ,http://www.104.com.tw/job/6zyoa?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
恆星網路科技有限公司,資深DBA工程師-V,http://www.104.com.tw/job/6r5kt?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
蜂鳥食堂_蜂鳥科技股份有限公司,PHP 程式設計師,http://www.104.com.tw/job/6yoyq?jobsource=2018indexpoc,"月薪 35,000~60,000元"
新博軟體開發股份有限公司,MySQL DBA,http://www.104.com.tw/job/6xv7c?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
愛勝遊戲股份有限公司,DevOps Engineer(月薪7W ~ 10W),http://www.104.com.tw/job/60jyy?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
威剛科技股份有限公司,研究發展類-2020潛力新秀(IT),http://www.104.com.tw/job/6xren?jobsource=2018indexpoc,"月薪 32,000~45,000元"
長見營造有限公司,工地主任/副主任(新竹縣市),http://www.104.com.tw/job/6wkag?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
亨福實業股份有限公司,資訊人員,http://www.104.com.tw/job/2oaau?jobsource=2018indexpoc,"月薪 23,800~40,000元"
高鼎精密材料股份有限公司,建廠專案專員,http://www.104.com.tw/job/5ncfi?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
翊羅科技有限公司,MES工程師,http://www.104.com.tw/job/6z8zp?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
金泰噴碼科技股份有限公司,[資訊]-ERP鼎新系統(TIP TOP)工程師,http://www.104.com.tw/job/61e4j?jobsource=2018indexpoc,待遇面議 (經常性薪資達4萬元或以上) 
思雲達科技有限公司,Go 開發工程師/Go developer,http://www.104.com.tw/job/71opm?jobsource=2018indexpoc,"月薪 65,000~80,000元"
三好米_億東企業股份有限公司,台北總公司-資訊主管,http://www.104.com.tw/job/5okao?jobsource=2018indexpoc,"月薪 50,000元以上"
麥斯網路媒體科技有限公司,網路資訊工程師(台中),http://www.104.com.tw/job/61pnt?jobsource=jolist_c_relevance,"月薪 32,000~38,000元"
豪門國際開發股份有限公司,專案--工地主任(具經驗),http://www.104.com.tw/job/713ur?jobsource=jolist_c_relevance,"月薪 50,000元以上"
禎浩工程有限公司,工地監工/營造工程師/工務人員,http://www.104.com.tw/job/6q451?jobsource=jolist_c_relevance,"月薪 35,000~60,000元"
久陽精密股份有限公司,mis工程師,http://www.104.com.tw/job/6zypg?jobsource=jolist_c_relevance,"月薪 35,000~40,000元"
大立光電股份有限公司,自動化物流軟體開發工程師,http://www.104.com.tw/job/40nxv?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
保經科技有限公司,助理程式設計師-台北,http://www.104.com.tw/job/46nly?jobsource=jolist_c_relevance,"月薪 25,000~40,000元"
普鴻資訊股份有限公司,資深C#後端開發工程師(維運部),http://www.104.com.tw/job/70hun?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
資寶科技股份有限公司,NLP資料科學家/NLP Data Scientist,http://www.104.com.tw/job/70gbv?jobsource=jolist_c_relevance,"年薪 1,600,000~2,500,000元"
凱勝電訊有限公司,軟體工程師,http://www.104.com.tw/job/70d7d?jobsource=jolist_c_relevance,"月薪 45,000~65,000元"
煙波大飯店股份有限公司,數據發展部 數據工程師,http://www.104.com.tw/job/6y2of?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
諾迪科技股份有限公司,JAVA後端工程師,http://www.104.com.tw/job/6nan0?jobsource=jolist_c_relevance,"月薪 35,000~60,000元"
荷盛國際顧問股份有限公司,Programmer,http://www.104.com.tw/job/5ouv6?jobsource=jolist_c_relevance,"月薪 38,000~50,000元"
資寶科技股份有限公司,CV資料科學家/CV Data Scientist,http://www.104.com.tw/job/71fze?jobsource=jolist_c_relevance,"年薪 1,600,000~2,500,000元"
奇美拉股份有限公司,網頁助理工程師,http://www.104.com.tw/job/6yqlv?jobsource=jolist_c_relevance,"月薪 28,000~45,000元"
亞諾法生技股份有限公司,資訊專員,http://www.104.com.tw/job/6yzrs?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
碩誠國際股份有限公司,JAVA 軟體工程師《具產險經驗，車險尤佳》(保障年薪120萬！歡迎您的加入),http://www.104.com.tw/job/6i524?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
美而快實業股份有限公司,資深研發工程師,http://www.104.com.tw/job/5frqm?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
美而快實業股份有限公司,數據工程師 (Data Engineer),http://www.104.com.tw/job/6sqki?jobsource=jolist_c_relevance,"月薪 36,000~60,000元"
國立成功大學_創新數位內容研究中心,成功大學人工智能數位轉型中心_C#工程師,http://www.104.com.tw/job/6ifzh?jobsource=jolist_c_relevance,"月薪 33,000~49,000元"
聯聚工程顧問有限公司,水保工程師/水利工程師(土城),http://www.104.com.tw/job/5lx6t?jobsource=jolist_c_relevance,"月薪 30,000~39,000元"
銀泰科技股份有限公司,網管工程師,http://www.104.com.tw/job/6uwa1?jobsource=jolist_c_relevance,"月薪 30,000~40,000元"
玉山綜合證券股份有限公司,資訊部人員 (.NET平台開發工程師),http://www.104.com.tw/job/4lku2?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
岩磊建築股份有限公司,工務主任,http://www.104.com.tw/job/6cub4?jobsource=jolist_c_relevance,"月薪 45,000~60,000元"
承鴻國際實業股份有限公司_CITIMETAL INDUSTRIES INC.,全端軟體工程師(團隊夥伴),http://www.104.com.tw/job/4cqie?jobsource=jolist_c_relevance,"月薪 30,000~45,000元"
展市華科技有限公司,後端網頁工程師,http://www.104.com.tw/job/71amu?jobsource=jolist_c_relevance,"月薪 30,000~70,000元"
好德科技股份有限公司,網管工程師,http://www.104.com.tw/job/6hpkj?jobsource=jolist_c_relevance,"月薪 30,000~40,000元"
億力光電股份有限公司,台中廠_LED程式設計師,http://www.104.com.tw/job/4lmz5?jobsource=jolist_c_relevance,"月薪 27,000~50,000元"
辰昇網路科技有限公司,資深資料庫管理師(DBA),http://www.104.com.tw/job/6rmlg?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
瑞特資訊系統股份有限公司,軟體設計工程師,http://www.104.com.tw/job/71cy1?jobsource=jolist_c_relevance,"月薪 30,000元以上"
九連環境開發股份有限公司,MIS資訊管理人員(桃園),http://www.104.com.tw/job/6pzen?jobsource=jolist_c_relevance,待遇面議 (經常性薪資達4萬元或以上) 
